Ensembl	Gene_Name	PROBE_ID	nuID	Average_lumi	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000040373	Cacng5	ILMN_2812240	K93dwBH3c0W5Sn5_7E	8.94	2.4950E-02	0.82	6.1594E-02	0	1	N/A	protein_coding	11	107735919	"calcium channel, voltage-dependent, gamma subunit 5 Gene [Source:MGI (curated);Acc:MGI:2157946]"
ENSMUSG00000032299	Commd4	ILMN_2798183	KsVKVBe.U7V3aSEL1I	8.94	2.4879E-02	0.87	6.1594E-02	0	1	N/A	protein_coding	9	57002848	COMM domain containing 4 Gene [Source:MGI Symbol;Acc:MGI:1913449]
ENSMUSG00000033981	Gria2	ILMN_2680737	xHUg.VAkuTntXxuLXo	8.99	2.4854E-02	1.21	6.1594E-02	0	2	N/A	protein_coding	3	80488858	"glutamate receptor, ionotropic, AMPA2 (alpha 2) Gene [Source:MGI Symbol;Acc:MGI:95809]"
ENSMUSG00000025959	Klf7	ILMN_1251426	rleAEIIq1NntL8Grlo	9.09	2.4863E-02	0.90	6.1594E-02	0	1	N/A	protein_coding	1	64076021	Kruppel-like factor 7 (ubiquitous) Gene [Source:MGI (curated);Acc:MGI:1935151]
ENSMUSG00000053907	Mat2a	ILMN_2978838	onrknpTogJ4fp67rEg	10.78	2.4914E-02	0.89	6.1594E-02	0	4	N/A	protein_coding	6	72382793	"methionine adenosyltransferase II, alpha Gene [Source:MGI Symbol;Acc:MGI:2443731]"
ENSMUSG00000081295	RP23-389M3.6	ILMN_3072319	rltFoDfGpIbs97e5mc	9.09	2.4927E-02	0.85	6.1594E-02	0	1	N/A	pseudogene	X	133464325	N/A
ENSMUSG00000022442	Ttll1	ILMN_1253538	NRLZ1FS1ecBFb.oP0s	9.56	2.4867E-02	0.88	6.1594E-02	0	4	N/A	protein_coding	15	83314202	tubulin tyrosine ligase-like 1 Gene [Source:MGI (curated);Acc:MGI:2443047]
ENSMUSG00000021411	1300014I06Rik	ILMN_1219591	QdHlh8qBPXfrROleHU	9.09	2.5026E-02	1.13	6.1720E-02	0	1	N/A	protein_coding	13	34719709	RIKEN cDNA 1300014I06 gene Gene [Source:MGI Symbol;Acc:MGI:1914145]
ENSMUSG00000016495	5033414D02Rik	ILMN_2818396	Qn030XFLOF6nGgd1xI	9.09	2.4967E-02	0.89	6.1720E-02	0	2	N/A	protein_coding	19	29423089	RIKEN cDNA 5033414D02 gene Gene [Source:MGI Symbol;Acc:MGI:1915009]
ENSMUSG00000031382	Asb11	ILMN_2632028	lU.XrnKtJPODHjwESk	8.94	2.4999E-02	1.12	6.1720E-02	0	1	N/A	protein_coding	X	160874926	ankyrin repeat and SOCS box-containing 11 Gene [Source:MGI (curated);Acc:MGI:1916104]
ENSMUSG00000058124	H2-M10.3	ILMN_2862866	EXieqUfnIOg86_s6OU	8.89	2.4996E-02	0.90	6.1720E-02	0	1	N/A	protein_coding	17	36501950	"histocompatibility 2, M region locus 10.3 Gene [Source:MGI Symbol;Acc:MGI:1276524]"
ENSMUSG00000029477	Morn3	ILMN_1223151	fQu6RTjYf6W44pV4FQ	8.93	2.5018E-02	0.89	6.1720E-02	0	1	N/A	protein_coding	5	123485778	MORN repeat containing 3 Gene [Source:MGI (curated);Acc:MGI:1922140]
ENSMUSG00000021222	Dcaf4	ILMN_2460745	9A65_ezkLotfSXaKkg	8.89	2.5112E-02	0.89	6.1821E-02	0	1	N/A	protein_coding	12	84867033	DDB1 and CUL4 associated factor 4 Gene [Source:MGI Symbol;Acc:MGI:1921078]
ENSMUSG00000020427	Igfbp3	ILMN_2727503	cni1SKbUTVAe4Qgqvc	8.89	2.5099E-02	0.92	6.1821E-02	0	1	N/A	protein_coding	11	7106089	insulin-like growth factor binding protein 3 Gene [Source:MGI (curated);Acc:MGI:96438]
ENSMUSG00000018405	Mrm1	ILMN_2649654	coNejvsIvquL5dTl18	8.89	2.5080E-02	0.79	6.1821E-02	0	1	N/A	protein_coding	11	84626563	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2443470]
ENSMUSG00000032177	Pde4a	ILMN_1226702	Tf005d6_H33mIXnUJU	10.13	2.5056E-02	0.89	6.1821E-02	0	4	N/A	protein_coding	9	20970158	"phosphodiesterase 4A, cAMP specific Gene [Source:MGI (curated);Acc:MGI:99558]"
ENSMUSG00000038425	Poli	ILMN_2614540	c2mRIwtSAlKizi1UrY	8.89	2.5123E-02	1.13	6.1821E-02	0	1	N/A	protein_coding	18	70668334	"polymerase (DNA directed), iota Gene [Source:MGI (curated);Acc:MGI:1347081]"
ENSMUSG00000025283	Sat1	ILMN_1256219	Bim5a7IQ4QXU_5.IMM	8.89	2.5142E-02	1.10	6.1821E-02	0	1	N/A	protein_coding	X	151647675	spermidine/spermine N1-acetyl transferase 1 Gene [Source:MGI (curated);Acc:MGI:98233]
ENSMUSG00000024782	Ak3	ILMN_1244147	Eb93Hl8.o74wUfXEF4	8.89	2.5175E-02	1.26	6.1970E-02	0	2	N/A	protein_coding	19	29095323	adenylate kinase 3 Gene [Source:MGI (curated);Acc:MGI:1860835]
ENSMUSG00000020154	Ptprb	ILMN_2591731	E8IPReCNV6MAm.R7uE	8.89	2.5236E-02	1.16	6.1970E-02	0	1	N/A	protein_coding	10	115712579	"protein tyrosine phosphatase, receptor type, B Gene [Source:MGI Symbol;Acc:MGI:97809]"
ENSMUSG00000018822	Sfrp5	ILMN_1232779	rJ7l_XZd7UZUfpdF9E	9.09	2.5229E-02	0.91	6.1970E-02	0	1	N/A	protein_coding	19	42272461	secreted frizzled-related sequence protein 5 Gene [Source:MGI (curated);Acc:MGI:1860298]
ENSMUSG00000038535	Zfp280d	ILMN_2841334	uLS7MJ7kgVRdJVTgcs	10.06	2.5203E-02	0.80	6.1970E-02	0	1	N/A	protein_coding	9	72122706	zinc finger protein 280D Gene [Source:MGI Symbol;Acc:MGI:2384583]
ENSMUSG00000010097	Nxf1	ILMN_1254333	rRCALVfsDJV6MM_3p4	9.09	2.5254E-02	0.87	6.2168E-02	0	1	N/A	protein_coding	19	8831593	nuclear RNA export factor 1 homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1858330]
ENSMUSG00000022987	Zfp641	ILMN_1256695	ikJKXy3WqPotvci0O4	9.24	2.5326E-02	1.10	6.2168E-02	0	1	N/A	protein_coding	15	98116019	zinc finger protein 641 Gene [Source:MGI Symbol;Acc:MGI:2442788]
ENSMUSG00000035390	Brsk1	ILMN_3104328	oCXklVFKWd4V43iyd0	9.56	2.5417E-02	0.89	6.2316E-02	0	1	N/A	protein_coding	7	4642206	BR serine/threonine kinase 1 Gene [Source:MGI (curated);Acc:MGI:2685946]
ENSMUSG00000058773	Hist1h1b	ILMN_2664593	BrnFXACXCCHmqkCCFs	8.89	2.5420E-02	0.90	6.2316E-02	0	1	N/A	protein_coding	13	21871752	"histone cluster 1, H1b Gene [Source:MGI (curated);Acc:MGI:1861461]"
ENSMUSG00000005125	Ndrg1	ILMN_1250195	0Uo36L5yKALLzlcymk	9.26	2.5406E-02	1.36	6.2316E-02	0	2	N/A	protein_coding	15	66760880	N-myc downstream regulated gene 1 Gene [Source:MGI Symbol;Acc:MGI:1341799]
ENSMUSG00000032547	Ryk	ILMN_2667020	fjRUl8kufUBdJ.wY4Y	8.89	2.5358E-02	0.90	6.2316E-02	0	2	N/A	protein_coding	9	102737250	receptor-like tyrosine kinase Gene [Source:MGI Symbol;Acc:MGI:101766]
ENSMUSG00000022141	Nipbl	ILMN_3048503	ZJlmOlkB65fqyEc8CI	8.99	2.5500E-02	0.86	6.2537E-02	0	2	N/A	protein_coding	15	8241225	Nipped-B homolog (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1913976]
ENSMUSG00000058581	AC163646.1	ILMN_1230056	iVIN9f5SG69eOqJ5Gs	9.01	2.5584E-02	1.16	6.2660E-02	0	2	N/A	protein_coding	14	56629013	"Ubiquitin-conjugating enzyme E2, J2 homolog (Yeast) Fragment  [Source:UniProtKB/TrEMBL;Acc:B0QZM0]"
ENSMUSG00000019929	Dcn	ILMN_2747959	0ub3lPQfoBxCwV0hpc	9.26	2.5626E-02	0.80	6.2660E-02	0	2	N/A	protein_coding	10	96942245	decorin Gene [Source:MGI Symbol;Acc:MGI:94872]
ENSMUSG00000048578	Mlec	ILMN_2997796	NB3fAT7lCAY.uo9O1Y	8.94	2.5583E-02	1.15	6.2660E-02	0	3	N/A	protein_coding	5	115592990	malectin Gene [Source:MGI (curated);Acc:MGI:1924015]
ENSMUSG00000024317	Rnf138	ILMN_1239527	9YoH9ppRtcRoI4.ceU	8.89	2.5635E-02	0.90	6.2660E-02	0	2	N/A	protein_coding	18	21160467	ring finger protein 138 Gene [Source:MGI Symbol;Acc:MGI:1929211]
ENSMUSG00000066357	Wdr6	ILMN_3162081	f3ZCz1LKu_TKKFCBGU	8.89	2.5611E-02	0.80	6.2660E-02	0	1	N/A	protein_coding	9	108474649	WD repeat domain 6 Gene [Source:MGI Symbol;Acc:MGI:1930140]
ENSMUSG00000025575	Cant1	ILMN_3113639	B7nqJ0lAXX47u0Hu9o	8.89	2.5681E-02	1.15	6.2807E-02	0	2	N/A	protein_coding	11	118267603	calcium activated nucleotidase 1 Gene [Source:MGI (curated);Acc:MGI:1923275]
ENSMUSG00000024302	Dtna	ILMN_1222187	H9JN5e1RFBkRVkodXQ	8.93	2.5747E-02	0.81	6.2807E-02	0	4	N/A	protein_coding	18	23573916	dystrobrevin alpha Gene [Source:MGI Symbol;Acc:MGI:106039]
ENSMUSG00000039217	Il18	ILMN_1236517	xV3e4KMsA7cV3XsIEI	8.99	2.5655E-02	1.17	6.2807E-02	0	1	N/A	protein_coding	9	50383378	interleukin 18 Gene [Source:MGI Symbol;Acc:MGI:107936]
ENSMUSG00000027411	Vps16	ILMN_1230082	TEkwQE4pQgs59W7qV4	10.13	2.5727E-02	0.82	6.2807E-02	0	4	N/A	protein_coding	2	130250075	vacuolar protein sorting 16 (yeast) Gene [Source:MGI (curated);Acc:MGI:2136772]
ENSMUSG00000021619	Atg10	ILMN_1222865	EOLNO3zHfsvFC5a9.E	8.89	2.5805E-02	0.88	6.2905E-02	0	2	N/A	protein_coding	13	91074954	autophagy-related 10 (yeast) Gene [Source:MGI Symbol;Acc:MGI:1914045]
ENSMUSG00000038112	AW551984	ILMN_1215599	EhUhfdQPSclQh91DuM	8.89	2.5823E-02	0.87	6.2905E-02	0	3	N/A	protein_coding	9	39394981	BCSC-1  [Source:RefSeq peptide;Acc:NP_848852]
ENSMUSG00000012076	Brms1l	ILMN_1232095	Bh9F3khPV5KzHUS_UA	8.89	2.5762E-02	1.10	6.2905E-02	0	1	N/A	protein_coding	12	56937353	breast cancer metastasis-suppressor 1-like Gene [Source:MGI Symbol;Acc:MGI:1196337]
ENSMUSG00000042569	Dhrs7b	ILMN_1255146	NU6e3E0gd6dWp330g0	9.56	2.5844E-02	0.88	6.2905E-02	0	3	N/A	protein_coding	11	60644181	dehydrogenase/reductase (SDR family) member 7B Gene [Source:MGI (curated);Acc:MGI:2384931]
ENSMUSG00000079043	Fastkd5	ILMN_2716247	KK6sMFt74slOrkuXsk	8.94	2.5805E-02	0.87	6.2905E-02	0	1	N/A	protein_coding	2	130439576	FAST kinase domains 5 Gene [Source:MGI (curated);Acc:MGI:2139469]
ENSMUSG00000025934	Gsta3	ILMN_1241437	um3u0PSshOHhigaWjk	10.06	2.5848E-02	1.12	6.2905E-02	0	1	N/A	protein_coding	1	21230670	"glutathione S-transferase, alpha 3 Gene [Source:MGI (curated);Acc:MGI:95856]"
ENSMUSG00000039982	Dtx4	ILMN_2651706	rI8pXoRCYf4VIufVSI	9.09	2.5880E-02	0.90	6.3075E-02	0	2	N/A	protein_coding	19	12540831	deltex 4 homolog (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:2672905]
ENSMUSG00000008398	Elk3	ILMN_3119014	354HWfkxGOwUnuX1.k	9.26	2.5872E-02	1.08	6.3075E-02	0	1	N/A	protein_coding	10	92710159	"ELK3, member of ETS oncogene family Gene [Source:MGI (curated);Acc:MGI:101762]"
ENSMUSG00000035863	Palm	ILMN_1224802	EgtLqzt5SZRAFyTNSk	8.89	2.5873E-02	0.93	6.3075E-02	0	3	N/A	protein_coding	10	79256317	paralemmin Gene [Source:MGI Symbol;Acc:MGI:1261814]
ENSMUSG00000035783	Acta2	ILMN_2710353	36qOCVIkIio14Z4LNY	9.26	2.6032E-02	1.10	6.3197E-02	0	4	N/A	protein_coding	19	34316014	"actin, alpha 2, smooth muscle, aorta Gene [Source:MGI Symbol;Acc:MGI:87909]"
ENSMUSG00000017299	Dnttip1	ILMN_1256348	BuHR5IkVSHpO6979wI	8.89	2.5954E-02	0.90	6.3197E-02	0	1	N/A	protein_coding	2	164571483	"deoxynucleotidyltransferase, terminal, interacting protein 1 Gene [Source:MGI (curated);Acc:MGI:1923483]"
ENSMUSG00000004864	Mapk13	ILMN_1212692	cIlUIKP0RJ31RmUtZA	8.89	2.5990E-02	0.85	6.3197E-02	0	1	N/A	protein_coding	17	28906252	mitogen-activated protein kinase 13 Gene [Source:MGI (curated);Acc:MGI:1346864]
ENSMUSG00000021699	Pde4d	ILMN_1236700	KuTtE5RBTrRF0e03lI	8.94	2.6007E-02	0.83	6.3197E-02	0	1	N/A	protein_coding	13	109240142	"phosphodiesterase 4D, cAMP specific Gene [Source:MGI (curated);Acc:MGI:99555]"
ENSMUSG00000041774	Ydjc	ILMN_2883952	x9Stdyniy4sspYX6kk	8.99	2.5959E-02	1.13	6.3197E-02	0	1	N/A	protein_coding	16	17144714	YdjC homolog (bacterial) Gene [Source:MGI (curated);Acc:MGI:1916351]
ENSMUSG00000023473	Celsr3	ILMN_2604070	KLtfnO1yveyOVt3qtU	8.94	2.6053E-02	0.77	6.3244E-02	0	1	N/A	protein_coding	9	108728651	"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1858236]"
ENSMUSG00000038646	Fam103a1	ILMN_2810443	9XimuirqOskdBP_zNU	8.89	2.6114E-02	1.21	6.3244E-02	0	1	N/A	protein_coding	7	88907811	"family with sequence similarity 103, member A1 Gene [Source:MGI (curated);Acc:MGI:1914398]"
ENSMUSG00000035234	Fam175a	ILMN_2908022	raCEXjNDd6X0wHXuRE	9.09	2.6056E-02	0.91	6.3244E-02	0	1	N/A	protein_coding	5	101234211	"family with sequence similarity 175, member A Gene [Source:MGI (curated);Acc:MGI:1917931]"
ENSMUSG00000042642	Flad1	ILMN_2602630	HRXtxbUkxceiDijiiI	8.93	2.6059E-02	0.88	6.3244E-02	0	1	N/A	protein_coding	3	89204926	"RFad1, flavin adenine dinucleotide synthetase, homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:2443030]"
ENSMUSG00000040009	Gnaz	ILMN_3161289	o6JZFYdJR3m0T217Fw	9.56	2.6145E-02	0.82	6.3244E-02	0	1	N/A	protein_coding	10	74429922	"guanine nucleotide binding protein, alpha z subunit Gene [Source:MGI (curated);Acc:MGI:95780]"
ENSMUSG00000022619	Mapk8ip2	ILMN_3161718	rVEpTef_WcEVfS1Jiw	9.09	2.6139E-02	0.90	6.3244E-02	0	1	N/A	protein_coding	15	89284344	mitogen-activated protein kinase 8 interacting protein 2 Gene [Source:MGI (curated);Acc:MGI:1926555]
ENSMUSG00000010154	Spire2	ILMN_2640995	6o7XQ5R1GGCW0hUtXc	8.89	2.6051E-02	0.87	6.3244E-02	0	1	N/A	protein_coding	8	125856613	spire homolog 2 (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:2446256]
ENSMUSG00000026849	Tor1a	ILMN_2631144	rIqCA0J0iE6JWV6W7Y	9.09	2.6059E-02	0.81	6.3244E-02	0	2	N/A	protein_coding	2	30816147	"torsin family 1, member A (torsin A) Gene [Source:MGI (curated);Acc:MGI:1353568]"
ENSMUSG00000000031	H19	ILMN_2906728	oFV.4P5HC2Pkev6LVo	9.56	2.6152E-02	0.92	6.3365E-02	0	1	N/A	processed_transcript	7	149761434	H19 fetal liver mRNA Gene [Source:MGI (curated);Acc:MGI:95891]
ENSMUSG00000007338	Mrpl49	ILMN_2628672	6gxQ.uiZedVXFANUiU	8.89	2.6195E-02	0.88	6.3365E-02	0	2	N/A	protein_coding	19	6054682	mitochondrial ribosomal protein L49 Gene [Source:MGI Symbol;Acc:MGI:108180]
ENSMUSG00000059119	Nap1l4	ILMN_2769696	uElO1EuFJTsi7nSXxU	10.06	2.6203E-02	0.92	6.3365E-02	0	1	N/A	protein_coding	7	150699484	nucleosome assembly protein 1-like 4 Gene [Source:MGI Symbol;Acc:MGI:1316687]
ENSMUSG00000041064	Pif1	ILMN_2714678	iuer8qiKW78oxojs70	9.01	2.6238E-02	0.90	6.3365E-02	0	1	N/A	protein_coding	9	65434967	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2143057]
ENSMUSG00000002346	Slc25a42	ILMN_2810937	6SSvkU7I6_n4leTSkE	8.89	2.6192E-02	0.80	6.3365E-02	0	1	N/A	protein_coding	8	72708239	"solute carrier family 25, member 42 Gene [Source:MGI (curated);Acc:MGI:1920345]"
ENSMUSG00000034210	4732418C07Rik	ILMN_2712675	BtRfnsiuMSCHujiRKE	8.89	2.6300E-02	0.87	6.3509E-02	0	5	N/A	protein_coding	4	115410349	RIKEN cDNA 4732418C07 gene Gene [Source:MGI Symbol;Acc:MGI:2442397]
ENSMUSG00000064064	AC123838.1	ILMN_2924969	fAdgoSa6AgloAR6aBQ	8.89	2.6290E-02	1.16	6.3509E-02	0	1	N/A	protein_coding	8	111864501	"predicted gene 1943 (Gm1943), non-coding RNA [Source:RefSeq DNA;Acc:NR_002928]"
ENSMUSG00000024381	Bin1	ILMN_2701365	KlVS65QpAcSnTfsnQE	8.94	2.6257E-02	0.85	6.3509E-02	0	3	N/A	protein_coding	18	32536911	bridging integrator 1 Gene [Source:MGI Symbol;Acc:MGI:108092]
ENSMUSG00000068923	Syt11	ILMN_3141334	fRxwg4rrKinjfqpES4	8.93	2.6273E-02	1.24	6.3509E-02	0	3	N/A	protein_coding	3	88548622	synaptotagmin XI Gene [Source:MGI (curated);Acc:MGI:1859547]
ENSMUSG00000025374	Obfc2b	ILMN_2837156	91Kbd5SIEIS33NKeek	8.89	2.6435E-02	1.15	6.3726E-02	0	2	N/A	protein_coding	10	127838452	oligonucleotide/oligosaccharide-binding fold containing 2B Gene [Source:MGI Symbol;Acc:MGI:1917167]
ENSMUSG00000044149	Nkrf	ILMN_2773741	ZjQdASipQuoTzifvOU	8.99	2.6474E-02	0.88	6.3943E-02	0	2	N/A	protein_coding	X	34427535	NF-kappaB repressing factor Gene [Source:MGI (curated);Acc:MGI:1924536]
ENSMUSG00000031960	Aars	ILMN_2685849	3kSBQJHoSd76Ar8ApY	9.26	2.6639E-02	1.23	6.4110E-02	0	2	N/A	protein_coding	8	113557044	alanyl-tRNA synthetase Gene [Source:MGI (curated);Acc:MGI:2384560]
ENSMUSG00000042148	Cox10	ILMN_2633212	37SeukjTeue7bR9Utc	9.26	2.6554E-02	0.82	6.4110E-02	0	1	N/A	protein_coding	11	63776129	"COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast) Gene [Source:MGI (curated);Acc:MGI:1917633]"
ENSMUSG00000075600	Zc3h3	ILMN_2850170	lHXlSoIpw6Upd3rqz8	8.94	2.6644E-02	0.80	6.4110E-02	0	2	N/A	protein_coding	15	75584862	zinc finger CCCH type containing 3 Gene [Source:MGI Symbol;Acc:MGI:2663721]
ENSMUSG00000016984	Etaa1	ILMN_1240716	0kx7ktJ1T9Hl_OAti8	9.26	2.6720E-02	1.10	6.4253E-02	0	1	N/A	protein_coding	11	17838759	Ewing's tumor-associated antigen 1 Gene [Source:MGI (curated);Acc:MGI:1915395]
ENSMUSG00000055737	Ghr	ILMN_1253504	o6x.npREJbz0W.By_4	9.56	2.6714E-02	1.16	6.4253E-02	0	1	N/A	protein_coding	15	3267760	growth hormone receptor Gene [Source:MGI (curated);Acc:MGI:95708]
ENSMUSG00000031897	Psmb10	ILMN_2757870	iPiRVRYl7kiJ6W8WP4	9.24	2.6702E-02	0.81	6.4253E-02	0	2	N/A	protein_coding	8	108459642	"proteasome (prosome, macropain) subunit, beta type 10 Gene [Source:MGI Symbol;Acc:MGI:1096380]"
ENSMUSG00000001763	Tspan33	ILMN_1219904	xKy0i4nM1511dt1OgE	8.99	2.6701E-02	0.79	6.4253E-02	0	1	N/A	protein_coding	6	29644222	tetraspanin 33 Gene [Source:MGI (curated);Acc:MGI:1919012]
ENSMUSG00000035314	Gdpd5	ILMN_1254943	6RKkOpRepgkT6nS0JM	8.89	2.6826E-02	1.21	6.4297E-02	0	1	N/A	protein_coding	7	106530059	glycerophosphodiester phosphodiesterase domain containing 5 Gene [Source:MGI Symbol;Acc:MGI:2686926]
ENSMUSG00000009828	Ick	ILMN_1248854	f7FZEFGKa7AEFRHxJ4	8.89	2.6779E-02	1.11	6.4297E-02	0	1	N/A	protein_coding	9	77956999	intestinal cell kinase Gene [Source:MGI (curated);Acc:MGI:1934157]
ENSMUSG00000029674	Limk1	ILMN_2653927	rU7fR1n0vhTcqTPAe4	9.09	2.6785E-02	0.85	6.4297E-02	0	1	N/A	protein_coding	5	135131909	"LIM-domain containing, protein kinase Gene [Source:MGI (curated);Acc:MGI:104572]"
ENSMUSG00000007946	Phox2a	ILMN_1243025	iXtXR0uVDTAq1wgliU	9.01	2.6850E-02	0.91	6.4297E-02	0	1	N/A	protein_coding	7	108967004	paired-like homeobox 2a Gene [Source:MGI Symbol;Acc:MGI:106633]
ENSMUSG00000039220	Ppp1r10	ILMN_2686603	cGefqH4je6WChbRRME	8.89	2.6807E-02	0.90	6.4297E-02	0	3	N/A	protein_coding	17	36053379	"protein phosphatase 1, regulatory subunit 10 Gene [Source:MGI (curated);Acc:MGI:1289273]"
ENSMUSG00000040441	Slc26a10	ILMN_1257015	NSp0ipJwoAHO_eKEdw	9.56	2.6814E-02	1.05	6.4297E-02	0	1	N/A	protein_coding	10	126608449	"solute carrier family 26, member 10 Gene [Source:MGI Symbol;Acc:MGI:2143920]"
ENSMUSG00000036908	Unc93b1	ILMN_2795078	6UiXqtF6B9dQojCrR0	8.89	2.6773E-02	1.12	6.4297E-02	0	1	N/A	protein_coding	19	3935186	unc-93 homolog B1 (C. elegans) Gene [Source:MGI (curated);Acc:MGI:1859307]
ENSMUSG00000005882	Uqcc	ILMN_2870950	fTepHPxMBSKYlKSo.k	8.93	2.6819E-02	0.94	6.4297E-02	0	2	N/A	protein_coding	2	155672630	"ubiquinol-cytochrome c reductase complex chaperone, CBP3 homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:1929472]"
ENSMUSG00000031229	Atrx	ILMN_2664654	okkEkEPh80kJBHi0XQ	9.56	2.6930E-02	0.93	6.4488E-02	0	2	N/A	protein_coding	X	102992954	alpha thalassemia/mental retardation syndrome X-linked homolog (human) Gene [Source:MGI (curated);Acc:MGI:103067]
ENSMUSG00000025510	Cd151	ILMN_1235688	i43ksLeqIF4sRRxG_o	9.24	2.6928E-02	1.19	6.4488E-02	0	4	N/A	protein_coding	7	148653292	CD151 antigen Gene [Source:MGI Symbol;Acc:MGI:1096360]
ENSMUSG00000039854	AC138678.5	ILMN_1237571	c.U7PI7w383JPILXh4	8.89	2.6998E-02	0.81	6.4629E-02	0	1	N/A	protein_coding	7	54681698	"MAS-related GPR, member A2A  [Source:RefSeq peptide;Acc:NP_001166059]"
ENSMUSG00000026072	Il1r1	ILMN_2629581	30D6X3kRad4iVeK9S4	9.26	2.6973E-02	1.19	6.4629E-02	0	1	N/A	protein_coding	1	40281925	"interleukin 1 receptor, type I Gene [Source:MGI Symbol;Acc:MGI:96545]"
ENSMUSG00000001751	Naglu	ILMN_2721503	9SrOEuLhDjp_ioBCuc	8.89	2.7018E-02	1.11	6.4629E-02	0	1	N/A	protein_coding	11	100931326	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) Gene [Source:MGI (curated);Acc:MGI:1351641]
ENSMUSG00000035278	Plekhj1	ILMN_2641069	9xBiAi_Sme1YSWkiOk	8.89	2.6960E-02	0.88	6.4629E-02	0	1	N/A	protein_coding	10	80258845	"pleckstrin homology domain containing, family J member 1 Gene [Source:MGI Symbol;Acc:MGI:1925920]"
ENSMUSG00000039620	6430573F11Rik	ILMN_2893471	cuulzTe9BqnrurFIJI	8.89	2.7113E-02	1.19	6.4745E-02	0	1	N/A	protein_coding	8	37520602	RIKEN cDNA 6430573F11 gene Gene [Source:MGI Symbol;Acc:MGI:2442328]
ENSMUSG00000021619	Atg10	ILMN_2667100	BSpuRK2._XKRL3Xnug	8.89	2.7134E-02	0.87	6.4745E-02	0	2	N/A	protein_coding	13	91074954	autophagy-related 10 (yeast) Gene [Source:MGI Symbol;Acc:MGI:1914045]
ENSMUSG00000002799	Jag2	ILMN_2626585	x._wL9ZtZGR7pKIkqY	8.99	2.7111E-02	0.92	6.4745E-02	0	1	N/A	protein_coding	12	114146801	jagged 2 Gene [Source:MGI Symbol;Acc:MGI:1098270]
ENSMUSG00000039220	Ppp1r10	ILMN_2933399	0gBLq_v_4Kt_ryBRDo	9.26	2.7100E-02	1.23	6.4745E-02	0	3	N/A	protein_coding	17	36053379	"protein phosphatase 1, regulatory subunit 10 Gene [Source:MGI (curated);Acc:MGI:1289273]"
ENSMUSG00000057278	Snrpg	ILMN_2975640	KnR19lvuWJWSKLZTiQ	8.94	2.7127E-02	0.82	6.4745E-02	0	1	N/A	protein_coding	6	86321546	small nuclear ribonucleoprotein polypeptide G Gene [Source:MGI Symbol;Acc:MGI:1915261]
ENSMUSG00000021379	Id4	ILMN_2678714	lYUh5wsgiQ24NQXyKc	8.94	2.7151E-02	1.35	6.4910E-02	0	1	N/A	protein_coding	13	48356796	inhibitor of DNA binding 4 Gene [Source:MGI Symbol;Acc:MGI:99414]
ENSMUSG00000032044	Rpusd4	ILMN_2718974	EiUqP_0HIs6ue15XJI	8.89	2.7189E-02	0.83	6.4910E-02	0	1	N/A	protein_coding	9	35075450	RNA pseudouridylate synthase domain containing 4 Gene [Source:MGI (curated);Acc:MGI:1919239]
ENSMUSG00000020651	Slc26a4	ILMN_1220193	3leIPJDvaO55Lh0c7k	9.26	2.7233E-02	0.88	6.4910E-02	0	1	N/A	protein_coding	12	32204692	"solute carrier family 26, member 4 Gene [Source:MGI Symbol;Acc:MGI:1346029]"
ENSMUSG00000034263	2010321M09Rik	ILMN_1217039	in3rs1QrET.yHsFEM4	9.24	2.7262E-02	0.89	6.5001E-02	0	2	N/A	protein_coding	9	64808744	RIKEN cDNA 6330549D23 gene Pseudogene [Source:MGI Symbol;Acc:MGI:2442586]
ENSMUSG00000001983	Ccdc44	ILMN_1219565	Bz4MJpdhyH6dad.XKU	8.89	2.7259E-02	0.82	6.5001E-02	0	1	N/A	protein_coding	11	105927375	translational activator of mitochondrially encoded cytochrome c oxidase I Gene [Source:MGI (curated);Acc:MGI:1917457]
ENSMUSG00000003355	Fkbp11	ILMN_1224635	WrksY7onjZ.j2JQcek	8.99	2.7296E-02	0.92	6.5001E-02	0	1	N/A	protein_coding	15	98554801	FK506 binding protein 11 Gene [Source:MGI Symbol;Acc:MGI:1913370]
ENSMUSG00000022490	Ppp1r1a	ILMN_2616584	BrNao0UeS7oD06Eejs	8.89	2.7282E-02	1.26	6.5001E-02	0	1	N/A	protein_coding	15	103360710	"protein phosphatase 1, regulatory (inhibitor) subunit 1A Gene [Source:MGI Symbol;Acc:MGI:1889595]"
